record_id,dataset_version,record_status,last_validated,Tourist ID,Age,Age_Group,current_site,Site Name,Sites Visited,city,country,Continent,region,Interests,Number_of_Interests,Accessibility,Preferred Tour Duration,Tour Duration,matched_destination,Type,Best Season,UNESCO Site,avg_cost_usd,Cost_Category,budget_level,Tourist Rating,Satisfaction,Avg Rating,Recommendation Accuracy,VR Experience Quality,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,overall_experience_score,yearly_avg_temp,climate_classification,Popularity_Category,Route ID,System Response Time
REC-00183-a40279d9-000355,v1.0,active,2026-01-31,183,24,18-25,Great Wall of China,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",Beijing,China,,asia,"['Nature', 'Art']",2,True,8,4,,,,,131.41939092079042,,Mid-range,3.5,4,,87,4.9,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,183000,3.88
REC-00184-3e801283-000356,v1.0,active,2026-01-31,184,42,36-45,Taj Mahal,Machu Picchu,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",Agra,India,,,['Art'],1,False,7,9,,,,,150.0,,,3.1,3,,96,4.9,,,,,,,,,,,,,,184000,2.26
REC-00184-6e5a907e-000357,v1.0,active,2026-01-31,184,42,36-45,Eiffel Tower,Machu Picchu,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",Paris,France,,europe,['Art'],1,False,7,9,,,,,150.0,,Luxury,3.1,3,,96,4.9,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,184000,2.26
REC-00184-a40279d9-000358,v1.0,active,2026-01-31,184,42,36-45,Great Wall of China,Machu Picchu,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",Beijing,China,,asia,['Art'],1,False,7,9,,,,,150.0,,Mid-range,3.1,3,,96,4.9,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,184000,2.26
REC-00185-3e801283-000359,v1.0,active,2026-01-31,185,64,55+,Taj Mahal,Colosseum,"['Taj Mahal', 'Colosseum']",Agra,India,,,"['Art', 'Cultural', 'Nature']",3,True,4,5,,,,,112.36734912781732,,,4.9,5,,93,4.2,,,,,,,,,,,,,,185000,4.19
REC-00185-baaadf4e-000360,v1.0,active,2026-01-31,185,64,55+,Colosseum,Colosseum,"['Taj Mahal', 'Colosseum']",Rome,Italy,,europe,"['Art', 'Cultural', 'Nature']",3,True,4,5,,,,,112.36734912781732,,Mid-range,4.9,5,,93,4.2,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,185000,4.19
REC-00186-a40279d9-000361,v1.0,active,2026-01-31,186,43,36-45,Great Wall of China,Eiffel Tower,"['Great Wall of China', 'Taj Mahal']",Beijing,China,,asia,['Art'],1,True,6,4,,,,,359.7046412526812,,Mid-range,4.2,4,,90,4.1,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,186000,3.64
REC-00186-3e801283-000362,v1.0,active,2026-01-31,186,43,36-45,Taj Mahal,Eiffel Tower,"['Great Wall of China', 'Taj Mahal']",Agra,India,,,['Art'],1,True,6,4,,,,,359.7046412526812,,,4.2,4,,90,4.1,,,,,,,,,,,,,,186000,3.64
REC-00187-3e801283-000363,v1.0,active,2026-01-31,187,19,18-25,Taj Mahal,Machu Picchu,"['Taj Mahal', 'Great Wall of China', 'Machu Picchu']",Agra,India,,,['Nature'],1,False,7,6,,,,,150.0,,,1.4,3,,96,4.6,,,,,,,,,,,,,,187000,2.2
REC-00187-a40279d9-000364,v1.0,active,2026-01-31,187,19,18-25,Great Wall of China,Machu Picchu,"['Taj Mahal', 'Great Wall of China', 'Machu Picchu']",Beijing,China,,asia,['Nature'],1,False,7,6,,,,,150.0,,Mid-range,1.4,3,,96,4.6,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,187000,2.2
REC-00187-cbbc03fb-000365,v1.0,active,2026-01-31,187,19,18-25,Machu Picchu,Machu Picchu,"['Taj Mahal', 'Great Wall of China', 'Machu Picchu']",Cusco,Peru,,,['Nature'],1,False,7,6,,,,,150.0,,,1.4,3,,96,4.6,,,,,,,,,,,,,,187000,2.2
REC-00188-cbbc03fb-000366,v1.0,active,2026-01-31,188,27,26-35,Machu Picchu,Eiffel Tower,['Machu Picchu'],Cusco,Peru,,,['Art'],1,False,7,1,,,,,361.875702509152,,,2.9,3,,98,4.6,,,,,,,,,,,,,,188000,3.8
REC-00189-3e801283-000367,v1.0,active,2026-01-31,189,35,26-35,Taj Mahal,Colosseum,"['Taj Mahal', 'Eiffel Tower']",Agra,India,,,"['Nature', 'Cultural']",2,True,6,5,,,,,134.27515376960267,,,3.2,3,,99,4.5,,,,,,,,,,,,,,189000,2.68
REC-00189-6e5a907e-000368,v1.0,active,2026-01-31,189,35,26-35,Eiffel Tower,Colosseum,"['Taj Mahal', 'Eiffel Tower']",Paris,France,,europe,"['Nature', 'Cultural']",2,True,6,5,,,,,134.27515376960267,,Luxury,3.2,3,,99,4.5,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,189000,2.68
REC-00190-cbbc03fb-000369,v1.0,active,2026-01-31,190,29,26-35,Machu Picchu,Great Wall of China,"['Machu Picchu', 'Taj Mahal']",Cusco,Peru,,,"['Nature', 'History', 'Art']",3,True,7,2,,,,,127.20746313167552,,,2.0,3,,89,4.1,,,,,,,,,,,,,,190000,2.69
REC-00190-3e801283-000370,v1.0,active,2026-01-31,190,29,26-35,Taj Mahal,Great Wall of China,"['Machu Picchu', 'Taj Mahal']",Agra,India,,,"['Nature', 'History', 'Art']",3,True,7,2,,,,,127.20746313167552,,,2.0,3,,89,4.1,,,,,,,,,,,,,,190000,2.69
REC-00191-6e5a907e-000371,v1.0,active,2026-01-31,191,57,55+,Eiffel Tower,Colosseum,"['Eiffel Tower', 'Taj Mahal', 'Great Wall of China']",Paris,France,,europe,"['Cultural', 'Architecture', 'Art']",3,True,5,7,,,,,186.08067943911487,,Luxury,4.0,4,,91,4.8,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,191000,4.17
REC-00191-3e801283-000372,v1.0,active,2026-01-31,191,57,55+,Taj Mahal,Colosseum,"['Eiffel Tower', 'Taj Mahal', 'Great Wall of China']",Agra,India,,,"['Cultural', 'Architecture', 'Art']",3,True,5,7,,,,,186.08067943911487,,,4.0,4,,91,4.8,,,,,,,,,,,,,,191000,4.17
REC-00191-a40279d9-000373,v1.0,active,2026-01-31,191,57,55+,Great Wall of China,Colosseum,"['Eiffel Tower', 'Taj Mahal', 'Great Wall of China']",Beijing,China,,asia,"['Cultural', 'Architecture', 'Art']",3,True,5,7,,,,,186.08067943911487,,Mid-range,4.0,4,,91,4.8,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,191000,4.17
REC-00192-6e5a907e-000374,v1.0,active,2026-01-31,192,34,26-35,Eiffel Tower,Machu Picchu,"['Eiffel Tower', 'Great Wall of China']",Paris,France,,europe,['Art'],1,True,7,4,,,,,150.0,,Luxury,3.6,4,,92,4.1,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,192000,4.7
REC-00192-a40279d9-000375,v1.0,active,2026-01-31,192,34,26-35,Great Wall of China,Machu Picchu,"['Eiffel Tower', 'Great Wall of China']",Beijing,China,,asia,['Art'],1,True,7,4,,,,,150.0,,Mid-range,3.6,4,,92,4.1,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,192000,4.7
REC-00193-a40279d9-000376,v1.0,active,2026-01-31,193,57,55+,Great Wall of China,Eiffel Tower,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",Beijing,China,,asia,"['Architecture', 'Art', 'Nature']",3,True,5,6,,,,,379.7221995426994,,Mid-range,1.1,3,,96,4.7,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,193000,4.01
REC-00193-cbbc03fb-000377,v1.0,active,2026-01-31,193,57,55+,Machu Picchu,Eiffel Tower,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",Cusco,Peru,,,"['Architecture', 'Art', 'Nature']",3,True,5,6,,,,,379.7221995426994,,,1.1,3,,96,4.7,,,,,,,,,,,,,,193000,4.01
REC-00193-6e5a907e-000378,v1.0,active,2026-01-31,193,57,55+,Eiffel Tower,Eiffel Tower,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",Paris,France,,europe,"['Architecture', 'Art', 'Nature']",3,True,5,6,,,,,379.7221995426994,,Luxury,1.1,3,,96,4.7,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,193000,4.01
REC-00194-6e5a907e-000379,v1.0,active,2026-01-31,194,61,55+,Eiffel Tower,Colosseum,['Eiffel Tower'],Paris,France,,europe,"['Nature', 'History']",2,True,6,1,,,,,193.4355373143791,,Luxury,4.2,4,,86,4.0,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,194000,2.36
REC-00195-6e5a907e-000380,v1.0,active,2026-01-31,195,22,18-25,Eiffel Tower,Taj Mahal,['Eiffel Tower'],Paris,France,,europe,"['Architecture', 'Art', 'Nature']",3,False,6,3,,,,,150.0,,Luxury,4.2,4,,93,4.8,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,195000,3.07
REC-00196-3e801283-000381,v1.0,active,2026-01-31,196,59,55+,Taj Mahal,Eiffel Tower,"['Taj Mahal', 'Great Wall of China']",Agra,India,,,['Nature'],1,False,4,4,,,,,288.30688578463344,,,4.4,4,,96,4.9,,,,,,,,,,,,,,196000,4.04
REC-00196-a40279d9-000382,v1.0,active,2026-01-31,196,59,55+,Great Wall of China,Eiffel Tower,"['Taj Mahal', 'Great Wall of China']",Beijing,China,,asia,['Nature'],1,False,4,4,,,,,288.30688578463344,,Mid-range,4.4,4,,96,4.9,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,196000,4.04
REC-00197-a40279d9-000383,v1.0,active,2026-01-31,197,25,18-25,Great Wall of China,Colosseum,['Great Wall of China'],Beijing,China,,asia,"['Cultural', 'Art']",2,True,3,1,,,,,134.5339492104474,,Mid-range,2.7,3,,93,4.9,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,197000,2.78
REC-00198-3e801283-000384,v1.0,active,2026-01-31,198,41,36-45,Taj Mahal,Great Wall of China,"['Taj Mahal', 'Machu Picchu']",Agra,India,,,"['Nature', 'Cultural', 'Architecture']",3,True,3,3,,,,,178.34978928536907,,,2.9,3,,85,4.2,,,,,,,,,,,,,,198000,2.36
REC-00198-cbbc03fb-000385,v1.0,active,2026-01-31,198,41,36-45,Machu Picchu,Great Wall of China,"['Taj Mahal', 'Machu Picchu']",Cusco,Peru,,,"['Nature', 'Cultural', 'Architecture']",3,True,3,3,,,,,178.34978928536907,,,2.9,3,,85,4.2,,,,,,,,,,,,,,198000,2.36
REC-00199-a40279d9-000386,v1.0,active,2026-01-31,199,24,18-25,Great Wall of China,Colosseum,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",Beijing,China,,asia,['Art'],1,False,5,4,,,,,162.47551690958414,,Mid-range,4.8,5,,100,4.1,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,199000,1.55
REC-00199-cbbc03fb-000387,v1.0,active,2026-01-31,199,24,18-25,Machu Picchu,Colosseum,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",Cusco,Peru,,,['Art'],1,False,5,4,,,,,162.47551690958414,,,4.8,5,,100,4.1,,,,,,,,,,,,,,199000,1.55
REC-00199-6e5a907e-000388,v1.0,active,2026-01-31,199,24,18-25,Eiffel Tower,Colosseum,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",Paris,France,,europe,['Art'],1,False,5,4,,,,,162.47551690958414,,Luxury,4.8,5,,100,4.1,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,199000,1.55
REC-00200-3e801283-000389,v1.0,active,2026-01-31,200,43,36-45,Taj Mahal,Colosseum,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",Agra,India,,,"['Architecture', 'History']",2,True,8,7,,,,,156.95670143557948,,,2.0,3,,92,4.6,,,,,,,,,,,,,,200000,3.41
REC-00200-a40279d9-000390,v1.0,active,2026-01-31,200,43,36-45,Great Wall of China,Colosseum,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",Beijing,China,,asia,"['Architecture', 'History']",2,True,8,7,,,,,156.95670143557948,,Mid-range,2.0,3,,92,4.6,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,200000,3.41
REC-00200-6e5a907e-000391,v1.0,active,2026-01-31,200,43,36-45,Eiffel Tower,Colosseum,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",Paris,France,,europe,"['Architecture', 'History']",2,True,8,7,,,,,156.95670143557948,,Luxury,2.0,3,,92,4.6,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,200000,3.41
REC-00201-baaadf4e-000392,v1.0,active,2026-01-31,201,64,55+,Colosseum,Eiffel Tower,['Colosseum'],Rome,Italy,,europe,['Cultural'],1,False,3,3,,,,,279.7105316996542,,Mid-range,1.8,3,,85,4.0,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,201000,1.84
REC-00202-3e801283-000393,v1.0,active,2026-01-31,202,66,55+,Taj Mahal,Taj Mahal,['Taj Mahal'],Agra,India,,,"['Architecture', 'History', 'Cultural']",3,True,7,2,,,,,150.0,,,3.1,3,,96,4.8,,,,,,,,,,,,,,202000,1.78
REC-00203-baaadf4e-000394,v1.0,active,2026-01-31,203,51,46-55,Colosseum,Taj Mahal,"['Colosseum', 'Taj Mahal', 'Machu Picchu']",Rome,Italy,,europe,"['Nature', 'Cultural']",2,False,4,7,,,,,150.0,,Mid-range,2.7,3,,100,4.1,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,203000,2.59
REC-00203-3e801283-000395,v1.0,active,2026-01-31,203,51,46-55,Taj Mahal,Taj Mahal,"['Colosseum', 'Taj Mahal', 'Machu Picchu']",Agra,India,,,"['Nature', 'Cultural']",2,False,4,7,,,,,150.0,,,2.7,3,,100,4.1,,,,,,,,,,,,,,203000,2.59
REC-00203-cbbc03fb-000396,v1.0,active,2026-01-31,203,51,46-55,Machu Picchu,Taj Mahal,"['Colosseum', 'Taj Mahal', 'Machu Picchu']",Cusco,Peru,,,"['Nature', 'Cultural']",2,False,4,7,,,,,150.0,,,2.7,3,,100,4.1,,,,,,,,,,,,,,203000,2.59
REC-00204-a40279d9-000397,v1.0,active,2026-01-31,204,41,36-45,Great Wall of China,Great Wall of China,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",Beijing,China,,asia,['Art'],1,True,6,5,,,,,132.31184846966775,,Mid-range,4.0,4,,98,4.2,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,204000,4.96
REC-00204-6e5a907e-000398,v1.0,active,2026-01-31,204,41,36-45,Eiffel Tower,Great Wall of China,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",Paris,France,,europe,['Art'],1,True,6,5,,,,,132.31184846966775,,Luxury,4.0,4,,98,4.2,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,204000,4.96
REC-00204-baaadf4e-000399,v1.0,active,2026-01-31,204,41,36-45,Colosseum,Great Wall of China,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",Rome,Italy,,europe,['Art'],1,True,6,5,,,,,132.31184846966775,,Mid-range,4.0,4,,98,4.2,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,204000,4.96
REC-00205-baaadf4e-000400,v1.0,active,2026-01-31,205,51,46-55,Colosseum,Eiffel Tower,['Colosseum'],Rome,Italy,,europe,"['Art', 'Cultural']",2,False,3,2,,,,,280.1270530816704,,Mid-range,1.3,3,,91,4.9,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,205000,3.96
REC-00206-baaadf4e-000401,v1.0,active,2026-01-31,206,57,55+,Colosseum,Taj Mahal,"['Colosseum', 'Taj Mahal']",Rome,Italy,,europe,['Nature'],1,False,8,3,,,,,150.0,,Mid-range,3.7,4,,99,4.6,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,206000,2.33
REC-00206-3e801283-000402,v1.0,active,2026-01-31,206,57,55+,Taj Mahal,Taj Mahal,"['Colosseum', 'Taj Mahal']",Agra,India,,,['Nature'],1,False,8,3,,,,,150.0,,,3.7,4,,99,4.6,,,,,,,,,,,,,,206000,2.33
REC-00207-3e801283-000403,v1.0,active,2026-01-31,207,55,46-55,Taj Mahal,Machu Picchu,['Taj Mahal'],Agra,India,,,"['Nature', 'Architecture', 'History']",3,True,4,2,,,,,150.0,,,3.3,3,,87,4.1,,,,,,,,,,,,,,207000,3.33
REC-00208-6e5a907e-000404,v1.0,active,2026-01-31,208,33,26-35,Eiffel Tower,Taj Mahal,['Eiffel Tower'],Paris,France,,europe,"['Cultural', 'Art']",2,True,7,3,,,,,150.0,,Luxury,3.0,3,,92,4.2,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,208000,3.51
REC-00209-baaadf4e-000405,v1.0,active,2026-01-31,209,32,26-35,Colosseum,Machu Picchu,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",Rome,Italy,,europe,"['Art', 'History']",2,False,5,7,,,,,150.0,,Mid-range,4.4,4,,97,4.9,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,209000,2.4
REC-00209-3e801283-000406,v1.0,active,2026-01-31,209,32,26-35,Taj Mahal,Machu Picchu,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",Agra,India,,,"['Art', 'History']",2,False,5,7,,,,,150.0,,,4.4,4,,97,4.9,,,,,,,,,,,,,,209000,2.4
REC-00209-a40279d9-000407,v1.0,active,2026-01-31,209,32,26-35,Great Wall of China,Machu Picchu,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",Beijing,China,,asia,"['Art', 'History']",2,False,5,7,,,,,150.0,,Mid-range,4.4,4,,97,4.9,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,209000,2.4
REC-00210-3e801283-000408,v1.0,active,2026-01-31,210,54,46-55,Taj Mahal,Colosseum,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",Agra,India,,,"['Architecture', 'Art', 'History']",3,True,5,8,,,,,138.13457287567962,,,4.0,4,,87,4.6,,,,,,,,,,,,,,210000,4.86
REC-00210-6e5a907e-000409,v1.0,active,2026-01-31,210,54,46-55,Eiffel Tower,Colosseum,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",Paris,France,,europe,"['Architecture', 'Art', 'History']",3,True,5,8,,,,,138.13457287567962,,Luxury,4.0,4,,87,4.6,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,210000,4.86
REC-00210-cbbc03fb-000410,v1.0,active,2026-01-31,210,54,46-55,Machu Picchu,Colosseum,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",Cusco,Peru,,,"['Architecture', 'Art', 'History']",3,True,5,8,,,,,138.13457287567962,,,4.0,4,,87,4.6,,,,,,,,,,,,,,210000,4.86
REC-00211-6e5a907e-000411,v1.0,active,2026-01-31,211,52,46-55,Eiffel Tower,Colosseum,['Eiffel Tower'],Paris,France,,europe,['Nature'],1,True,5,1,,,,,119.97189951502958,,Luxury,4.3,4,,88,4.4,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,211000,2.85
REC-00212-cbbc03fb-000412,v1.0,active,2026-01-31,212,67,55+,Machu Picchu,Eiffel Tower,['Machu Picchu'],Cusco,Peru,,,['Nature'],1,True,6,2,,,,,367.6073587952468,,,3.3,3,,88,4.1,,,,,,,,,,,,,,212000,3.72
REC-00213-cbbc03fb-000413,v1.0,active,2026-01-31,213,47,46-55,Machu Picchu,Taj Mahal,['Machu Picchu'],Cusco,Peru,,,['Architecture'],1,True,7,3,,,,,150.0,,,3.7,4,,91,4.7,,,,,,,,,,,,,,213000,2.21
REC-00214-3e801283-000414,v1.0,active,2026-01-31,214,28,26-35,Taj Mahal,Colosseum,"['Taj Mahal', 'Eiffel Tower']",Agra,India,,,"['Art', 'History', 'Cultural']",3,False,3,6,,,,,139.4749196249797,,,2.6,3,,86,4.3,,,,,,,,,,,,,,214000,3.9
REC-00214-6e5a907e-000415,v1.0,active,2026-01-31,214,28,26-35,Eiffel Tower,Colosseum,"['Taj Mahal', 'Eiffel Tower']",Paris,France,,europe,"['Art', 'History', 'Cultural']",3,False,3,6,,,,,139.4749196249797,,Luxury,2.6,3,,86,4.3,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,214000,3.9
REC-00215-6e5a907e-000416,v1.0,active,2026-01-31,215,38,36-45,Eiffel Tower,Great Wall of China,"['Eiffel Tower', 'Colosseum', 'Taj Mahal']",Paris,France,,europe,"['History', 'Art', 'Architecture']",3,False,6,4,,,,,126.49734831203163,,Luxury,3.3,3,,97,4.4,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,215000,2.56
REC-00215-baaadf4e-000417,v1.0,active,2026-01-31,215,38,36-45,Colosseum,Great Wall of China,"['Eiffel Tower', 'Colosseum', 'Taj Mahal']",Rome,Italy,,europe,"['History', 'Art', 'Architecture']",3,False,6,4,,,,,126.49734831203163,,Mid-range,3.3,3,,97,4.4,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,215000,2.56
REC-00215-3e801283-000418,v1.0,active,2026-01-31,215,38,36-45,Taj Mahal,Great Wall of China,"['Eiffel Tower', 'Colosseum', 'Taj Mahal']",Agra,India,,,"['History', 'Art', 'Architecture']",3,False,6,4,,,,,126.49734831203163,,,3.3,3,,97,4.4,,,,,,,,,,,,,,215000,2.56
REC-00216-a40279d9-000419,v1.0,active,2026-01-31,216,52,46-55,Great Wall of China,Machu Picchu,['Great Wall of China'],Beijing,China,,asia,['Art'],1,True,3,2,,,,,150.0,,Mid-range,1.1,3,,94,4.8,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,216000,2.92
REC-00217-cbbc03fb-000420,v1.0,active,2026-01-31,217,69,55+,Machu Picchu,Colosseum,['Machu Picchu'],Cusco,Peru,,,"['Nature', 'Cultural', 'Art']",3,False,7,2,,,,,170.10795529672575,,,4.5,5,,94,4.4,,,,,,,,,,,,,,217000,1.94
REC-00218-6e5a907e-000421,v1.0,active,2026-01-31,218,27,26-35,Eiffel Tower,Taj Mahal,"['Eiffel Tower', 'Colosseum']",Paris,France,,europe,"['Cultural', 'History']",2,False,5,6,,,,,150.0,,Luxury,3.0,3,,89,4.2,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,218000,1.76
REC-00218-baaadf4e-000422,v1.0,active,2026-01-31,218,27,26-35,Colosseum,Taj Mahal,"['Eiffel Tower', 'Colosseum']",Rome,Italy,,europe,"['Cultural', 'History']",2,False,5,6,,,,,150.0,,Mid-range,3.0,3,,89,4.2,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,218000,1.76
REC-00219-a40279d9-000423,v1.0,active,2026-01-31,219,44,36-45,Great Wall of China,Taj Mahal,['Great Wall of China'],Beijing,China,,asia,"['Nature', 'Cultural', 'Art']",3,True,5,2,,,,,150.0,,Mid-range,1.7,3,,100,4.8,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,219000,2.25
REC-00220-6e5a907e-000424,v1.0,active,2026-01-31,220,58,55+,Eiffel Tower,Taj Mahal,"['Eiffel Tower', 'Machu Picchu', 'Great Wall of China']",Paris,France,,europe,"['Art', 'Nature']",2,True,5,6,,,,,150.0,,Luxury,2.4,3,,100,4.8,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,220000,3.7
REC-00220-cbbc03fb-000425,v1.0,active,2026-01-31,220,58,55+,Machu Picchu,Taj Mahal,"['Eiffel Tower', 'Machu Picchu', 'Great Wall of China']",Cusco,Peru,,,"['Art', 'Nature']",2,True,5,6,,,,,150.0,,,2.4,3,,100,4.8,,,,,,,,,,,,,,220000,3.7
REC-00220-a40279d9-000426,v1.0,active,2026-01-31,220,58,55+,Great Wall of China,Taj Mahal,"['Eiffel Tower', 'Machu Picchu', 'Great Wall of China']",Beijing,China,,asia,"['Art', 'Nature']",2,True,5,6,,,,,150.0,,Mid-range,2.4,3,,100,4.8,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,220000,3.7
REC-00221-6e5a907e-000427,v1.0,active,2026-01-31,221,38,36-45,Eiffel Tower,Great Wall of China,"['Eiffel Tower', 'Machu Picchu']",Paris,France,,europe,['Architecture'],1,False,7,6,,,,,123.45873371764009,,Luxury,2.0,3,,91,4.2,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,221000,2.59
REC-00221-cbbc03fb-000428,v1.0,active,2026-01-31,221,38,36-45,Machu Picchu,Great Wall of China,"['Eiffel Tower', 'Machu Picchu']",Cusco,Peru,,,['Architecture'],1,False,7,6,,,,,123.45873371764009,,,2.0,3,,91,4.2,,,,,,,,,,,,,,221000,2.59
REC-00222-cbbc03fb-000429,v1.0,active,2026-01-31,222,68,55+,Machu Picchu,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Taj Mahal']",Cusco,Peru,,,"['Architecture', 'History', 'Nature']",3,False,4,6,,,,,152.2999985769374,,,2.5,3,,86,4.7,,,,,,,,,,,,,,222000,2.39
REC-00222-6e5a907e-000430,v1.0,active,2026-01-31,222,68,55+,Eiffel Tower,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Taj Mahal']",Paris,France,,europe,"['Architecture', 'History', 'Nature']",3,False,4,6,,,,,152.2999985769374,,Luxury,2.5,3,,86,4.7,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,222000,2.39
