Tourist ID,Age,Age_Group,Site Name,Sites Visited,city,country,Continent,state,region,Interests,Number_of_Interests,Accessibility,Preferred Tour Duration,Tour Duration,matched_destination,Type,Best Season,UNESCO Site,avg_cost_usd,Cost_Category,budget_level,Tourist Rating,Satisfaction,Avg Rating,Recommendation Accuracy,VR Experience Quality,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,overall_experience_score,yearly_avg_temp,climate_classification
824,32,26-35,Prague Castle,Prague Castle,Prague,Czech Republic,Europe,Prague,Central Europe,"['Nature', 'Art']",2,True,4,3,,Cultural,Summer,False,132.0665275558652,,Budget,3.6,4,4.167113351381324,88,4.4,4.6,2.5,3.0,1.03649667128582,4.134404328971921,3.40237554622334,4.45861790463279,4.069681419196573,3.7339009929314417,4.6,9.5,Temperate
824,32,26-35,Charles Bridge,Charles Bridge,Prague,Czech Republic,Europe,Prague,Central Europe,"['Nature', 'Art']",2,True,4,3,,Cultural,Summer,False,119.79428196262371,,Budget,3.6,4,4.863369837728541,88,4.4,4.6,2.5,3.0,2.0573034925982334,3.949903704089267,3.505777809518063,2.875042977261864,3.624829982111432,1.7940606049231231,4.6,9.5,Temperate
825,68,55+,Frida Kahlo Museum,Frida Kahlo Museum,Mexico City,Mexico,North America,Mexico City,Central America,['Architecture'],1,True,4,1,,Cultural,Winter,True,79.61838083488149,,Budget,2.9,3,4.710187220493497,85,4.8,4.6,3.5,3.0,3.7179876458292447,3.81709959424192,3.093303553383061,3.4240120529199483,3.628831675571556,1.324397198873036,4.6,16.0,Temperate
825,68,55+,Teotihuacan Pyramids,Teotihuacan Pyramids,Mexico City,Mexico,North America,Mexico City,Central America,['Architecture'],1,True,4,1,,Cultural,Autumn,False,103.41977751637148,,Budget,2.9,3,3.96079632981235,85,4.8,4.6,3.5,3.0,3.5021833338251107,3.4692693732359494,4.980392991936042,2.5539503405319937,3.776925337589767,2.6630268950940423,4.6,16.0,Temperate
825,68,55+,Eiffel Tower,Eiffel Tower,Paris,France,Europe,Île-de-France,Western Europe,['Architecture'],1,True,4,1,,Cultural,Winter,True,275.4705028844878,,Luxury,2.9,3,3.882304772866263,85,4.8,5.0,2.5,3.0,3.6260982026837225,3.204371022618715,3.5869909970491403,3.3591346209899835,3.695248587190241,2.1644517365282026,5.0,12.5,Temperate
825,68,55+,Versailles Palace,Versailles Palace,Paris,France,Europe,Île-de-France,Western Europe,['Architecture'],1,True,4,1,,Cultural,Spring,True,236.00562773732275,,Luxury,2.9,3,3.639568020470248,85,4.8,5.0,2.5,3.0,1.7334286009357922,2.0084717429812504,3.9578548850805984,4.6590569312056616,4.507899357476704,2.20455559101046,5.0,12.5,Temperate
826,48,46-55,Teotihuacan Pyramids,Teotihuacan Pyramids,Mexico City,Mexico,North America,Mexico City,Central America,"['Nature', 'Cultural', 'Architecture']",3,True,3,1,,Cultural,Winter,False,95.10879313742308,,Budget,2.0,3,4.940633411921614,88,4.4,4.6,3.5,3.0,4.024271440339103,4.52511567446374,3.552441794274789,4.851710293954137,4.137188343633514,3.699078365742407,4.6,16.0,Temperate
826,48,46-55,Egyptian Museum,Egyptian Museum,Cairo,Egypt,Africa,Cairo,North Africa,"['Nature', 'Cultural', 'Architecture']",3,True,3,1,,Cultural,Autumn,False,86.02897622270021,,Budget,2.0,3,4.273728307625007,88,4.4,5.0,3.5,2.5,2.6094176201563664,3.193066099470551,4.203159159838774,4.467493911601935,3.8127694335527726,3.095655262246863,5.0,21.5,Warm
826,48,46-55,Pyramids of Giza,Pyramids of Giza,Cairo,Egypt,Africa,Cairo,North Africa,"['Nature', 'Cultural', 'Architecture']",3,True,3,1,,Cultural,Summer,True,104.54875579123274,,Budget,2.0,3,3.5779537262385688,88,4.4,5.0,3.5,2.5,3.5492961102896583,2.811524480597821,3.0089411369866603,4.100168401065821,3.984936492814166,2.0184083792399,5.0,21.5,Warm
826,48,46-55,Robben Island,Robben Island,Cape Town,South Africa,Africa,Western Cape,Southern Africa,"['Nature', 'Cultural', 'Architecture']",3,True,3,1,,Cultural,Autumn,False,133.61770279131954,,Mid-range,2.0,3,4.8006767434392135,88,4.4,4.3,4.5,4.8,2.057445803884912,3.0221029380629454,3.5626554539587403,2.262516231186399,3.2171045775674925,3.675894683948891,4.3,16.5,Temperate
827,52,46-55,Christ the Redeemer,Christ the Redeemer,Rio de Janeiro,Brazil,South America,Rio de Janeiro,Southeast Brazil,['Art'],1,False,4,4,,Cultural,Spring,False,110.85792507843666,,Mid-range,1.1,3,4.478402403688962,99,4.2,4.5,4.0,4.5,1.472877641521027,4.563157684861534,4.947912200196655,4.146955368965445,4.278033629593337,1.4340904548798523,4.5,23.5,Warm
827,52,46-55,Sugarloaf Mountain,Sugarloaf Mountain,Rio de Janeiro,Brazil,South America,Rio de Janeiro,Southeast Brazil,['Art'],1,False,4,4,,Cultural,Autumn,True,136.16300280099142,,Mid-range,1.1,3,4.420726199511183,99,4.2,4.5,4.0,4.5,3.224943920998049,4.6937252594886125,4.857143457070341,4.956320560165604,3.7392933984142895,1.3850932761679555,4.5,23.5,Warm
827,52,46-55,Federation Square,Federation Square,Melbourne,Australia,Oceania,Victoria,Southeast Australia,['Art'],1,False,4,4,,Cultural,Autumn,False,242.16315081606663,,Luxury,1.1,3,3.893988623237653,99,4.2,4.5,3.5,4.0,3.532766334759421,4.489118473051263,4.287021262916589,2.188203470175872,3.492093950102323,1.0903868719971053,4.5,15.5,Temperate
827,52,46-55,Qorikancha,Qorikancha,Cusco,Peru,South America,Cusco,Andean Region,['Art'],1,False,4,4,,Cultural,Summer,True,121.6784593097614,,Budget,1.1,3,3.54956330524423,99,4.2,5.0,4.8,4.5,3.075055154027172,2.886655167133992,3.012433284494333,4.753470238577683,3.2278074122919382,1.0828308226675651,5.0,11.5,Temperate
827,52,46-55,Sacsayhuamán,Sacsayhuamán,Cusco,Peru,South America,Cusco,Andean Region,['Art'],1,False,4,4,,Cultural,Winter,True,126.40492143466764,,Budget,1.1,3,4.298346179640102,99,4.2,5.0,4.8,4.5,4.340162068490008,3.97203155205304,4.152242523472341,4.656289942460735,3.590385149146883,3.736006803298424,5.0,11.5,Temperate
828,65,55+,Bondi Beach,Bondi Beach,Sydney,Australia,Oceania,New South Wales,Southeast Australia,"['Nature', 'Cultural']",2,True,6,3,,Cultural,Winter,False,236.6896525108458,,Luxury,4.9,5,4.137594011242229,90,4.0,4.4,4.0,4.5,4.4730313921168605,2.929042769166797,3.604585898031857,2.7712581176228093,4.406855244258885,3.3870803075842604,4.4,17.5,Temperate
828,65,55+,Sydney Opera House,Sydney Opera House,Sydney,Australia,Oceania,New South Wales,Southeast Australia,"['Nature', 'Cultural']",2,True,6,3,,Cultural,Autumn,False,248.67661671342032,,Luxury,4.9,5,4.277824824301858,90,4.0,4.4,4.0,4.5,3.83681830898346,3.842221346225838,3.709715657685127,3.376745931809142,4.204222624346098,1.8579196698854392,4.4,17.5,Temperate
828,65,55+,Parthenon,Parthenon,Athens,Greece,Europe,Attica,Southern Europe,"['Nature', 'Cultural']",2,True,6,3,,Cultural,Summer,True,112.62738975011824,,Budget,4.9,5,3.6030238255166,90,4.0,5.0,2.8,3.2,1.878680530994272,3.664336132845613,4.37928729460903,3.566581158543174,4.006005800738451,1.357855318990964,5.0,18.5,Warm
828,65,55+,Federation Square,Federation Square,Melbourne,Australia,Oceania,Victoria,Southeast Australia,"['Nature', 'Cultural']",2,True,6,3,,Cultural,Spring,True,228.21743862792027,,Luxury,4.9,5,4.947252374851987,90,4.0,4.5,3.5,4.0,4.040795678764921,4.57892656714915,3.0105913325722997,2.070845989854316,3.711066995873484,3.4174743969219383,4.5,15.5,Temperate
829,63,55+,Prague Castle,Prague Castle,Prague,Czech Republic,Europe,Prague,Central Europe,"['History', 'Architecture', 'Cultural']",3,False,8,2,,Cultural,Winter,True,140.08818333955665,,Budget,4.0,4,4.776041661255901,89,4.5,4.6,2.5,3.0,2.018807613374224,2.317861741658464,3.383984004102952,2.695657584803608,3.697646444644432,3.169289166919796,4.6,9.5,Temperate
830,67,55+,Chapultepec Castle,Chapultepec Castle,Mexico City,Mexico,North America,Mexico City,Central America,['Art'],1,False,6,6,,Cultural,Spring,True,109.01989470377951,,Budget,4.4,4,4.415082545016034,87,4.8,4.6,3.5,3.0,4.764690372773671,4.028775036214224,3.8997252101083832,4.153769160710729,4.395189152636083,1.8783851238610216,4.6,16.0,Temperate
830,67,55+,Statue of Liberty,Statue of Liberty,New York,United States,North America,New York,Northeast USA,['Art'],1,False,6,6,,Cultural,Winter,False,277.10962025498463,,Luxury,4.4,4,3.5463013823761944,87,4.8,4.8,3.5,3.0,1.1084191258898328,3.3785409662683064,4.820609706626794,3.254435652350615,3.318656578174237,2.3689524919338205,4.8,12.5,Temperate
831,22,18-25,Belvedere Palace,Belvedere Palace,Vienna,Austria,Europe,Vienna,Central Europe,"['Nature', 'Architecture']",2,False,4,3,,Cultural,Spring,True,175.3849619069058,,Mid-range,1.2,3,4.59482376794835,91,5.0,4.9,2.3,3.5,4.426623059322183,4.8288545339481885,3.775074240422084,2.2176772921727306,4.780259998520341,1.2304169197827113,4.9,10.5,Temperate
831,22,18-25,Schönbrunn Palace,Schönbrunn Palace,Vienna,Austria,Europe,Vienna,Central Europe,"['Nature', 'Architecture']",2,False,4,3,,Cultural,Spring,False,147.7315199342466,,Mid-range,1.2,3,4.7750701881723465,91,5.0,4.9,2.3,3.5,3.8535662442296736,4.3254218069960615,3.5995710230584184,3.7445814990018182,3.362161950657936,3.646993143411193,4.9,10.5,Temperate
831,22,18-25,Alcatraz Island,Alcatraz Island,San Francisco,United States,North America,California,West Coast USA,"['Nature', 'Architecture']",2,False,4,3,,Cultural,Autumn,False,276.245315058801,,Luxury,1.2,3,4.855063056873631,91,5.0,4.5,3.8,4.0,4.859413764768966,2.8182641770907004,4.7342572640605285,2.2935152744919507,4.99870406449386,2.0401837347781897,4.5,14.0,Temperate
832,47,46-55,Burj Al Arab,Burj Al Arab,Dubai,United Arab Emirates,Asia,Dubai,Middle East,"['History', 'Cultural', 'Nature']",3,True,8,2,,Cultural,Spring,False,338.8886652254338,,Luxury,4.2,4,4.381172967498389,99,4.5,3.8,4.5,2.5,4.853268624718179,3.443636976966454,3.9530986189190505,4.103522693576801,4.455965496171495,3.731605614768423,3.8,27.0,Warm
832,47,46-55,Palm Jumeirah,Palm Jumeirah,Dubai,United Arab Emirates,Asia,Dubai,Middle East,"['History', 'Cultural', 'Nature']",3,True,8,2,,Cultural,Summer,True,346.2874000776269,,Luxury,4.2,4,3.9528838284052887,99,4.5,3.8,4.5,2.5,4.293565605048881,2.9460926659753506,3.2799631210348448,2.1640431818552672,4.921957546787433,3.655880537395309,3.8,27.0,Warm
832,47,46-55,Ancient Agora,Ancient Agora,Athens,Greece,Europe,Attica,Southern Europe,"['History', 'Cultural', 'Nature']",3,True,8,2,,Cultural,Summer,False,133.90427296125227,,Budget,4.2,4,4.906971033194719,99,4.5,5.0,2.8,3.2,4.866046760654875,4.867906726609959,4.309153467210301,2.0577073282048817,4.808731517419544,2.4476485305956195,5.0,18.5,Warm
832,47,46-55,Parthenon,Parthenon,Athens,Greece,Europe,Attica,Southern Europe,"['History', 'Cultural', 'Nature']",3,True,8,2,,Cultural,Autumn,True,115.07277207255284,,Budget,4.2,4,4.878037552464168,99,4.5,5.0,2.8,3.2,2.877582325966502,2.9308552632921394,3.238020116896404,3.9004419408326223,3.402492079999406,1.5485721127219427,5.0,18.5,Warm
832,47,46-55,Versailles Palace,Versailles Palace,Paris,France,Europe,Île-de-France,Western Europe,"['History', 'Cultural', 'Nature']",3,True,8,2,,Cultural,Spring,False,235.80318030976355,,Luxury,4.2,4,3.79216522424224,99,4.5,5.0,2.5,3.0,4.84949773373422,3.489534031064249,3.010345568706148,4.4698504659103975,4.771372836257167,2.018786976160275,5.0,12.5,Temperate
832,47,46-55,Notre-Dame Cathedral,Notre-Dame Cathedral,Paris,France,Europe,Île-de-France,Western Europe,"['History', 'Cultural', 'Nature']",3,True,8,2,,Cultural,Summer,True,245.97450023855075,,Luxury,4.2,4,4.675612264519983,99,4.5,5.0,2.5,3.0,3.011207064530594,3.0473883252601923,4.678204369681531,3.655453511292025,3.1530641835996835,1.6605773236794312,5.0,12.5,Temperate
833,27,26-35,Topkapi Palace,Topkapi Palace,Istanbul,Turkey,Asia,Istanbul,Middle East,['History'],1,True,6,5,,Cultural,Summer,False,87.99993606432925,,Budget,2.9,3,4.065605635089839,96,4.2,4.8,3.0,3.0,1.480418641033714,4.121570380822663,3.9209754344194097,4.82006597226487,3.441695456380064,1.0536813353343175,4.8,14.5,Temperate
833,27,26-35,Merlion,Merlion,Singapore,Singapore,Asia,Singapore,Southeast Asia,['History'],1,True,6,5,,Cultural,Autumn,False,235.1209394618083,,Luxury,2.9,3,4.114314030613165,96,4.2,4.3,3.2,4.0,4.055266516190153,4.8597693115180975,3.642887710913429,4.442811858551604,4.882584724000395,3.935642262403188,4.3,27.5,Warm
833,27,26-35,Sugarloaf Mountain,Sugarloaf Mountain,Rio de Janeiro,Brazil,South America,Rio de Janeiro,Southeast Brazil,['History'],1,True,6,5,,Cultural,Spring,True,127.51758944766084,,Mid-range,2.9,3,3.9037483165452658,96,4.2,4.5,4.0,4.5,2.470453562944967,4.125200276366972,3.2254430165380032,4.536565558090262,4.672371932804436,3.1422840398528704,4.5,23.5,Warm
833,27,26-35,Copacabana Beach,Copacabana Beach,Rio de Janeiro,Brazil,South America,Rio de Janeiro,Southeast Brazil,['History'],1,True,6,5,,Cultural,Spring,False,144.05179651341936,,Mid-range,2.9,3,4.168190792337571,96,4.2,4.5,4.0,4.5,2.034824884476719,3.220660049405393,3.5116053897084103,3.714598140602024,3.5250397652057286,2.399805777652509,4.5,23.5,Warm
834,39,36-45,Getty Center,Getty Center,Los Angeles,United States,North America,California,West Coast USA,"['Nature', 'Art', 'Cultural']",3,True,4,6,,Cultural,Autumn,False,261.2561544140505,,Luxury,2.3,3,4.56769798810498,85,4.1,4.3,3.5,3.8,3.828896029393212,2.4490366515075954,4.213951646615321,3.88584452453793,3.742224258749521,1.3958737272207329,4.3,18.0,Warm
835,24,18-25,Sagrada Familia,Sagrada Familia,Barcelona,Spain,Europe,Catalonia,Southern Europe,"['Cultural', 'Architecture']",2,False,3,2,,Cultural,Winter,True,185.8150238118928,,Mid-range,4.4,4,4.8575940197008345,91,4.5,4.8,3.0,3.5,2.79650600547828,4.616662089680706,3.310052240687434,4.727601246692339,4.830633862501382,2.397159423446145,4.8,16.0,Temperate
836,62,55+,Mehtab Bagh,Mehtab Bagh,Agra,India,Asia,Uttar Pradesh,South Asia,['Art'],1,False,5,3,,Cultural,Spring,False,72.79724655648124,,Budget,1.1,3,3.64998808947521,92,4.7,5.0,2.5,2.5,3.904640606571234,2.3106131248980706,3.586225098384581,2.4920721609801406,4.671771664256436,2.2228525897025584,5.0,25.0,Warm
836,62,55+,Botero Museum,Botero Museum,Bogota,Colombia,South America,Cundinamarca,Andean Region,['Art'],1,False,5,3,,Cultural,Summer,False,105.55613142523605,,Budget,1.1,3,3.838653490803635,92,4.7,4.3,3.8,3.5,2.0402028942587687,3.724566136075232,3.7450545100452617,4.918577059055892,4.3343509680423935,3.4559870535084065,4.3,14.0,Temperate
836,62,55+,Louvre Museum,Louvre Museum,Paris,France,Europe,Île-de-France,Western Europe,['Art'],1,False,5,3,,Cultural,Spring,True,259.4467858403264,,Luxury,1.1,3,3.529143218186214,92,4.7,5.0,2.5,3.0,3.48525245908862,3.5044918119774864,3.866220477838256,2.2155916424791253,4.287929310395766,2.457856716735893,5.0,12.5,Temperate
837,32,26-35,Ancient Agora,Ancient Agora,Athens,Greece,Europe,Attica,Southern Europe,['History'],1,False,7,5,,Cultural,Spring,True,110.06470173567392,,Budget,1.2,3,3.986559673748651,87,4.9,5.0,2.8,3.2,1.1544548805256731,2.1079191170581915,4.591837129563978,2.7318139852635364,4.783457701307773,1.5230666905164765,5.0,18.5,Warm
837,32,26-35,Temple of Olympian Zeus,Temple of Olympian Zeus,Athens,Greece,Europe,Attica,Southern Europe,['History'],1,False,7,5,,Cultural,Spring,False,136.1664181287748,,Budget,1.2,3,4.642353443467224,87,4.9,5.0,2.8,3.2,3.970310497024265,4.794767799984492,4.270853520281259,3.135962453918031,3.890948338770556,3.732460898075696,5.0,18.5,Warm
837,32,26-35,Christ the Redeemer,Christ the Redeemer,Rio de Janeiro,Brazil,South America,Rio de Janeiro,Southeast Brazil,['History'],1,False,7,5,,Cultural,Summer,True,112.02019729003788,,Mid-range,1.2,3,4.478992444590637,87,4.9,4.5,4.0,4.5,1.8738366239181627,4.903836707522724,3.211176621584785,2.831049016734433,4.43966170979625,1.1902272599263233,4.5,23.5,Warm
837,32,26-35,Sugarloaf Mountain,Sugarloaf Mountain,Rio de Janeiro,Brazil,South America,Rio de Janeiro,Southeast Brazil,['History'],1,False,7,5,,Cultural,Winter,True,138.40921424724888,,Mid-range,1.2,3,4.418290114762753,87,4.9,4.5,4.0,4.5,4.40132083550558,2.5584677349504124,3.1951378290866024,2.1990352940878264,3.825572399057001,1.668831901425199,4.5,23.5,Warm
837,32,26-35,Botero Museum,Botero Museum,Bogota,Colombia,South America,Cundinamarca,Andean Region,['History'],1,False,7,5,,Cultural,Spring,True,102.10611976674414,,Budget,1.2,3,4.692087967047847,87,4.9,4.3,3.8,3.5,4.550969499121366,2.105925220528167,3.736109973621892,4.172977178154384,4.642027858055667,3.053656489449824,4.3,14.0,Temperate
838,54,46-55,Smithsonian Museums,Smithsonian Museums,Washington DC,United States,North America,District of Columbia,Northeast USA,"['History', 'Nature']",2,False,6,5,,Cultural,Winter,False,198.4582810488934,,Mid-range,3.1,3,3.646822101845249,91,4.0,4.7,2.5,3.2,2.4673645907868464,4.4478602996308405,4.262306138419407,3.562112019013806,3.450007366615176,2.1272182823717665,4.7,13.5,Temperate
838,54,46-55,Tulum,Tulum,Cancun,Mexico,North America,Quintana Roo,Central America,"['History', 'Nature']",2,False,6,5,,Cultural,Summer,True,182.7768529803089,,Mid-range,3.1,3,4.41427234603554,91,4.0,3.5,4.5,4.8,3.3924463005922862,2.941207061992494,4.449765400270038,3.3779444490745094,4.027543563691272,3.0941975789466696,3.5,26.5,Warm
838,54,46-55,Xcaret Park,Xcaret Park,Cancun,Mexico,North America,Quintana Roo,Central America,"['History', 'Nature']",2,False,6,5,,Cultural,Winter,False,169.42905740342158,,Mid-range,3.1,3,4.765089659240154,91,4.0,3.5,4.5,4.8,1.8541105464120025,3.863126006425377,4.236814200480395,3.6068821671065994,3.542109586815436,3.9382337259910103,3.5,26.5,Warm
839,33,26-35,Temple of Heaven,Temple of Heaven,Beijing,China,Asia,Beijing Municipality,East Asia,"['History', 'Art']",2,False,3,2,,Cultural,Autumn,False,160.72871726482998,,Mid-range,4.3,4,4.64129800118776,88,4.7,4.9,3.5,3.0,2.100123937189752,2.4000151513298964,3.0621275087363573,3.994958467275848,3.9667479834429455,3.466607130859596,4.9,12.5,Temperate
839,33,26-35,Forbidden City,Forbidden City,Beijing,China,Asia,Beijing Municipality,East Asia,"['History', 'Art']",2,False,3,2,,Cultural,Spring,False,149.67334300761178,,Mid-range,4.3,4,4.346604779582526,88,4.7,4.9,3.5,3.0,2.3547802845825605,2.8224281523751644,3.214226245083406,2.796000026043685,4.352303549022363,2.928302124456026,4.9,12.5,Temperate
839,33,26-35,Ipanema Beach,Ipanema Beach,Rio de Janeiro,Brazil,South America,Rio de Janeiro,Southeast Brazil,"['History', 'Art']",2,False,3,2,,Cultural,Summer,True,145.00337823239522,,Mid-range,4.3,4,4.068607395655991,88,4.7,4.5,4.0,4.5,2.191113802321484,2.907000627941135,3.868736063936912,4.808538454646124,3.661763351416248,3.9812012862712622,4.5,23.5,Warm
839,33,26-35,Sugarloaf Mountain,Sugarloaf Mountain,Rio de Janeiro,Brazil,South America,Rio de Janeiro,Southeast Brazil,"['History', 'Art']",2,False,3,2,,Cultural,Summer,False,168.66922029464348,,Mid-range,4.3,4,3.9134509863714646,88,4.7,4.5,4.0,4.5,3.363844669103821,3.581229268807647,4.836420289278797,2.187397274221268,4.541433753220714,1.791328702156357,4.5,23.5,Warm
839,33,26-35,Parthenon,Parthenon,Athens,Greece,Europe,Attica,Southern Europe,"['History', 'Art']",2,False,3,2,,Cultural,Spring,True,85.04083639400842,,Budget,4.3,4,4.911313198644271,88,4.7,5.0,2.8,3.2,2.382862869353032,3.827308929271438,4.3928375538409945,2.3476985838116886,3.938663172495669,3.1193771788753413,5.0,18.5,Warm
840,70,55+,Sydney Opera House,Sydney Opera House,Sydney,Australia,Oceania,New South Wales,Southeast Australia,['Art'],1,False,3,5,,Cultural,Autumn,True,262.04993496964926,,Luxury,1.9,3,3.790018299005033,96,4.9,4.4,4.0,4.5,1.211159437994167,2.1022910218660096,3.0039616753481635,4.224584759825719,3.3401051867344256,1.8954806604190884,4.4,17.5,Temperate
841,51,46-55,Khan el-Khalili,Khan el-Khalili,Cairo,Egypt,Africa,Cairo,North Africa,['History'],1,False,5,6,,Cultural,Summer,True,55.3474209804575,,Budget,4.6,5,4.222894806689704,97,4.2,5.0,3.5,2.5,2.818563220995943,3.081901179398711,4.679440739165598,2.316531443232368,3.133293971781061,2.378956339209815,5.0,21.5,Warm
842,27,26-35,Trevi Fountain,Trevi Fountain,Rome,Italy,Europe,Lazio,Southern Europe,"['Art', 'Cultural', 'History']",3,True,4,4,,Cultural,Spring,False,165.73761153251684,,Mid-range,1.0,3,4.467044055475649,86,4.1,5.0,2.0,3.0,1.3424584636183243,2.0782466014821805,4.672754491399955,2.7150832801928937,3.889886787013256,2.3854592033311786,5.0,15.5,Temperate
842,27,26-35,Colosseum,Colosseum,Rome,Italy,Europe,Lazio,Southern Europe,"['Art', 'Cultural', 'History']",3,True,4,4,,Cultural,Autumn,True,204.67063640312443,,Mid-range,1.0,3,4.199577016603155,86,4.1,5.0,2.0,3.0,3.018724671017213,2.7227554657138424,3.6681045231167984,3.8271082067373183,4.172597652518851,3.4237681974234366,5.0,15.5,Temperate
843,29,26-35,Hofburg Palace,Hofburg Palace,Vienna,Austria,Europe,Vienna,Central Europe,"['History', 'Cultural']",2,True,6,5,,Cultural,Summer,False,148.8804135822783,,Mid-range,3.5,4,4.83110618303998,86,4.9,4.9,2.3,3.5,4.140069066254284,2.65813030840232,4.813868088469728,4.005462947707825,4.7228156427528125,3.0913628324041387,4.9,10.5,Temperate
843,29,26-35,Belvedere Palace,Belvedere Palace,Vienna,Austria,Europe,Vienna,Central Europe,"['History', 'Cultural']",2,True,6,5,,Cultural,Winter,False,155.1754578730945,,Mid-range,3.5,4,3.639960941593657,86,4.9,4.9,2.3,3.5,4.8335737138397565,2.436288050537474,3.370432024227362,2.8457348701382896,4.122201308818553,2.531190416077977,4.9,10.5,Temperate
844,67,55+,Bondi Beach,Bondi Beach,Sydney,Australia,Oceania,New South Wales,Southeast Australia,['Architecture'],1,False,3,2,,Cultural,Autumn,True,249.93709261183204,,Luxury,2.1,3,4.191186369805258,98,4.9,4.4,4.0,4.5,3.201979537307471,4.819651234093615,4.417157657850217,4.124614724967749,3.1608070396677204,1.6710887594614507,4.4,17.5,Temperate
844,67,55+,Ancient Agora,Ancient Agora,Athens,Greece,Europe,Attica,Southern Europe,['Architecture'],1,False,3,2,,Cultural,Summer,True,116.50774934717796,,Budget,2.1,3,4.168150364313894,98,4.9,5.0,2.8,3.2,1.6355402975719446,4.650453143764188,3.625482150887507,3.757305309304341,4.9411699427218885,3.1034128526174647,5.0,18.5,Warm
845,40,36-45,Zócalo,Zócalo,Mexico City,Mexico,North America,Mexico City,Central America,"['Art', 'History', 'Cultural']",3,False,8,4,,Cultural,Summer,False,117.692245728768,,Budget,2.4,3,4.2112069940006025,95,4.9,4.6,3.5,3.0,2.890986386094524,2.9250667212606234,3.536963747470065,3.828246391315647,4.905491053537672,3.365316009572542,4.6,16.0,Temperate
845,40,36-45,Chapultepec Castle,Chapultepec Castle,Mexico City,Mexico,North America,Mexico City,Central America,"['Art', 'History', 'Cultural']",3,False,8,4,,Cultural,Autumn,True,92.33038970579484,,Budget,2.4,3,4.723909810950539,95,4.9,4.6,3.5,3.0,2.113435086933872,3.70873368964976,3.4097304486032547,2.196368201558814,3.090413050697405,2.640984765102596,4.6,16.0,Temperate
845,40,36-45,Van Gogh Museum,Van Gogh Museum,Amsterdam,Netherlands,Europe,North Holland,Western Europe,"['Art', 'History', 'Cultural']",3,False,8,4,,Cultural,Autumn,False,189.32011203065295,,Mid-range,2.4,3,4.82881611781287,95,4.9,4.7,2.8,3.2,2.949568419156277,4.943932404177262,3.4575145282443085,4.7075267803702925,3.911213513234058,2.824595831992039,4.7,10.5,Temperate
846,47,46-55,Teatro Colón,Teatro Colón,Buenos Aires,Argentina,South America,Buenos Aires,Southern Cone,"['Nature', 'History', 'Art']",3,False,4,4,,Cultural,Autumn,True,139.25725514671194,,Budget,4.4,4,4.08304893624955,97,4.6,4.6,3.2,3.0,2.364753351780076,4.721695601973328,4.142483498850351,3.60969674747834,4.457480193806696,2.2815996329422985,4.6,17.5,Temperate
846,47,46-55,Obelisco,Obelisco,Buenos Aires,Argentina,South America,Buenos Aires,Southern Cone,"['Nature', 'History', 'Art']",3,False,4,4,,Cultural,Spring,False,91.5318274807207,,Budget,4.4,4,4.265511664105185,97,4.6,4.6,3.2,3.0,1.5229619889830373,4.812758274404512,4.179291019716596,2.6699505984996907,3.3616287637751947,2.4822502352953344,4.6,17.5,Temperate
846,47,46-55,Waiheke Island,Waiheke Island,Auckland,New Zealand,Oceania,Auckland,North Island,"['Nature', 'History', 'Art']",3,False,4,4,,Cultural,Summer,True,234.7062750024707,,Mid-range,4.4,4,3.811910218449726,97,4.6,4.0,4.5,4.8,2.1722075149313973,2.3271411887685707,4.823556631747945,2.9576296048374453,3.878035454230013,3.101362233696182,4.0,15.0,Temperate
846,47,46-55,Hobbiton,Hobbiton,Auckland,New Zealand,Oceania,Auckland,North Island,"['Nature', 'History', 'Art']",3,False,4,4,,Cultural,Summer,False,224.18065876401047,,Mid-range,4.4,4,3.583023042348625,97,4.6,4.0,4.5,4.8,1.0395520389281394,2.997491407075508,3.219689866334687,2.045360917655935,4.754583228465106,3.148457998249436,4.0,15.0,Temperate
847,25,18-25,Stanley Park,Stanley Park,Vancouver,Canada,North America,British Columbia,Western Canada,"['History', 'Nature', 'Art']",3,False,7,4,,Cultural,Winter,True,187.84638519263436,,Mid-range,4.5,5,3.767052903273891,97,4.8,4.2,4.0,4.5,2.846887572075633,4.8015967967995,3.272639395175992,2.809792430431724,3.1444215210620365,3.759755712303871,4.2,10.5,Temperate
847,25,18-25,Granville Island,Granville Island,Vancouver,Canada,North America,British Columbia,Western Canada,"['History', 'Nature', 'Art']",3,False,7,4,,Cultural,Spring,True,220.6772472145466,,Mid-range,4.5,5,4.501286050422372,97,4.8,4.2,4.0,4.5,4.223275522298026,4.319923914496264,3.0004807714651447,4.6066716228952975,4.550545280085979,1.6871568452987444,4.2,10.5,Temperate
848,65,55+,Roman Forum,Roman Forum,Rome,Italy,Europe,Lazio,Southern Europe,"['Architecture', 'Cultural', 'Nature']",3,True,4,7,,Cultural,Summer,True,188.50622726927705,,Mid-range,3.9,4,3.687811293909464,93,4.3,5.0,2.0,3.0,3.7660840152160215,2.784142669041672,3.187627280473573,2.3575123659733883,4.910176485560001,3.780293475559803,5.0,15.5,Temperate
